@relation 'iris-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R3'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-filtered-0-sepal width in cm' {'\'(-inf-2.24]\'','\'(2.24-2.48]\'','\'(2.48-2.72]\'','\'(2.72-2.96]\'','\'(2.96-3.2]\'','\'(3.2-3.44]\'','\'(3.44-3.68]\'','\'(3.68-3.92]\'','\'(3.92-4.16]\'','\'(4.16-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(5.02-5.38]\'','\'(0.15-0.25]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.3,Iris-setosa
'\'(-inf-4.66]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(5.38-5.74]\'','\'(0.25-0.55]\'','\'(3.68-3.92]\'',1.7,Iris-setosa
'\'(-inf-4.66]\'','\'(0.25-0.55]\'','\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(-inf-4.66]\'','\'(0.15-0.25]\'','\'(2.72-2.96]\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-0.15]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(5.38-5.74]\'','\'(0.15-0.25]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(3.2-3.44]\'',1.6,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-0.15]\'','\'(2.96-3.2]\'',1.4,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-0.15]\'','\'(2.96-3.2]\'',1.1,Iris-setosa
'\'(5.74-6.1]\'','\'(0.15-0.25]\'','\'(3.92-4.16]\'',1.2,Iris-setosa
'\'(5.38-5.74]\'','\'(0.25-0.55]\'','\'(4.16-inf)\'',1.5,Iris-setosa
'\'(5.38-5.74]\'','\'(0.25-0.55]\'','\'(3.68-3.92]\'',1.3,Iris-setosa
'\'(5.02-5.38]\'','\'(0.25-0.55]\'','\'(3.44-3.68]\'',1.4,Iris-setosa
'\'(5.38-5.74]\'','\'(0.25-0.55]\'','\'(3.68-3.92]\'',1.7,Iris-setosa
'\'(5.02-5.38]\'','\'(0.25-0.55]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(5.38-5.74]\'','\'(0.15-0.25]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(5.02-5.38]\'','\'(0.25-0.55]\'','\'(3.68-3.92]\'',1.5,Iris-setosa
'\'(-inf-4.66]\'','\'(0.15-0.25]\'','\'(3.44-3.68]\'',1,Iris-setosa
'\'(5.02-5.38]\'','\'(0.25-0.55]\'','\'(3.2-3.44]\'',1.7,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(3.2-3.44]\'',1.9,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(4.66-5.02]\'','\'(0.25-0.55]\'','\'(3.2-3.44]\'',1.6,Iris-setosa
'\'(5.02-5.38]\'','\'(0.15-0.25]\'','\'(3.44-3.68]\'',1.5,Iris-setosa
'\'(5.02-5.38]\'','\'(0.15-0.25]\'','\'(3.2-3.44]\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.6,Iris-setosa
'\'(5.38-5.74]\'','\'(0.25-0.55]\'','\'(3.2-3.44]\'',1.5,Iris-setosa
'\'(5.02-5.38]\'','\'(-inf-0.15]\'','\'(3.92-4.16]\'',1.5,Iris-setosa
'\'(5.38-5.74]\'','\'(0.15-0.25]\'','\'(4.16-inf)\'',1.4,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-0.15]\'','\'(2.96-3.2]\'',1.5,Iris-setosa
'\'(4.66-5.02]\'','\'(0.15-0.25]\'','\'(2.96-3.2]\'',1.2,Iris-setosa
